month,client,product,managed,booked,revenue
2025-08,Client C,Product C,DEU,AUS,560558
2025-09,Client C,Product C,DEU,AUS,525857
2025-10,Client C,Product C,DEU,AUS,611121
2025-11,Client C,Product C,DEU,AUS,689212
2025-12,Client C,Product C,DEU,AUS,780970
2026-01,Client C,Product C,DEU,AUS,972857
2026-02,Client C,Product C,DEU,AUS,799631
2026-03,Client C,Product C,DEU,AUS,791438
2026-04,Client C,Product C,DEU,AUS,722148
2026-05,Client C,Product C,DEU,AUS,741535
2026-06,Client C,Product C,DEU,AUS,616446
2024-01,Client C,Product E,DEU,QAT,1262850
2024-02,Client C,Product E,DEU,QAT,944025
2024-03,Client C,Product E,DEU,QAT,1026887
2024-04,Client C,Product E,DEU,QAT,754166
2024-05,Client C,Product E,DEU,QAT,642383
2024-06,Client C,Product E,DEU,QAT,802698
2024-07,Client C,Product E,DEU,QAT,865381
2024-08,Client C,Product E,DEU,QAT,1158357
2024-09,Client C,Product E,DEU,QAT,1387264
2024-10,Client C,Product E,DEU,QAT,1471904
2024-11,Client C,Product E,DEU,QAT,1726426
2024-12,Client C,Product E,DEU,QAT,1352672
2025-01,Client C,Product E,DEU,QAT,1379810
2025-02,Client C,Product E,DEU,QAT,1160566
2025-03,Client C,Product E,DEU,QAT,999211
2025-04,Client C,Product E,DEU,QAT,989507
2025-05,Client C,Product E,DEU,QAT,986305
2025-06,Client C,Product E,DEU,QAT,811618
2025-07,Client C,Product E,DEU,QAT,1019516
2025-08,Client C,Product E,DEU,QAT,1462605
2025-09,Client C,Product E,DEU,QAT,1341248
2025-10,Client C,Product E,DEU,QAT,1656799
2025-11,Client C,Product E,DEU,QAT,1940463
2025-12,Client C,Product E,DEU,QAT,1547511
2026-01,Client C,Product E,DEU,QAT,1496351
2026-02,Client C,Product E,DEU,QAT,1304292
2026-03,Client C,Product E,DEU,QAT,1075355
2026-04,Client C,Product E,DEU,QAT,945168
2026-05,Client C,Product E,DEU,QAT,1080849
2026-06,Client C,Product E,DEU,QAT,964778
2024-01,Client D,Product B,IRL,CHE,1083584
2024-02,Client D,Product B,IRL,CHE,1086685
2024-03,Client D,Product B,IRL,CHE,955422
2024-04,Client D,Product B,IRL,CHE,979950
2024-05,Client D,Product B,IRL,CHE,1058093
2024-06,Client D,Product B,IRL,CHE,888340
2024-07,Client D,Product B,IRL,CHE,785556
2024-08,Client D,Product B,IRL,CHE,752483
2024-09,Client D,Product B,IRL,CHE,725298
2024-10,Client D,Product B,IRL,CHE,834589
2024-11,Client D,Product B,IRL,CHE,875609
2024-12,Client D,Product B,IRL,CHE,989552
2025-01,Client D,Product B,IRL,CHE,936822
2025-02,Client D,Product B,IRL,CHE,1018226
2025-03,Client D,Product B,IRL,CHE,1125775
2025-04,Client D,Product B,IRL,CHE,1098286
2025-05,Client D,Product B,IRL,CHE,865873
2025-06,Client D,Product B,IRL,CHE,898237
2025-07,Client D,Product B,IRL,CHE,721170
2025-08,Client D,Product B,IRL,CHE,765760
2025-09,Client D,Product B,IRL,CHE,649443
2025-10,Client D,Product B,IRL,CHE,798187
2025-11,Client D,Product B,IRL,CHE,835121
2025-12,Client D,Product B,IRL,CHE,742978
2026-01,Client D,Product B,IRL,CHE,877425
2026-02,Client D,Product B,IRL,CHE,1000371
2026-03,Client D,Product B,IRL,CHE,852167
2026-04,Client D,Product B,IRL,CHE,1010815
2026-05,Client D,Product B,IRL,CHE,911462
2026-06,Client D,Product B,IRL,CHE,702896
2024-01,Client D,Product B,SGP,ARE,824382
2024-02,Client D,Product B,SGP,ARE,720723
2024-03,Client D,Product B,SGP,ARE,612613
2024-04,Client D,Product B,SGP,ARE,587638
2024-05,Client D,Product B,SGP,ARE,566812
2024-06,Client D,Product B,SGP,ARE,474003
2024-07,Client D,Product B,SGP,ARE,415881
2024-08,Client D,Product B,SGP,ARE,515189
2024-09,Client D,Product B,SGP,ARE,526765
2024-10,Client D,Product B,SGP,ARE,660024
2024-11,Client D,Product B,SGP,ARE,760851
2024-12,Client D,Product B,SGP,ARE,810135
2025-01,Client D,Product B,SGP,ARE,864843
2025-02,Client D,Product B,SGP,ARE,797868
2025-03,Client D,Product B,SGP,ARE,782713
2025-04,Client D,Product B,SGP,ARE,614722
2025-05,Client D,Product B,SGP,ARE,558444
2025-06,Client D,Product B,SGP,ARE,555118
2025-07,Client D,Product B,SGP,ARE,519345
2025-08,Client D,Product B,SGP,ARE,521211
2025-09,Client D,Product B,SGP,ARE,632057
2025-10,Client D,Product B,SGP,ARE,635938
2025-11,Client D,Product B,SGP,ARE,775616
2025-12,Client D,Product B,SGP,ARE,1028153
2026-01,Client D,Product B,SGP,ARE,830748
2026-02,Client D,Product B,SGP,ARE,997936
2026-03,Client D,Product B,SGP,ARE,899902
2026-04,Client D,Product B,SGP,ARE,690508
2026-05,Client D,Product B,SGP,ARE,696415
2026-06,Client D,Product B,SGP,ARE,581156
2024-01,Client D,Product B,SGP,LUX,353154
2024-02,Client D,Product B,SGP,LUX,413106
2024-03,Client D,Product B,SGP,LUX,375396
2024-04,Client D,Product B,SGP,LUX,385840
2024-05,Client D,Product B,SGP,LUX,409122
2024-06,Client D,Product B,SGP,LUX,359912
2024-07,Client D,Product B,SGP,LUX,324178
2024-08,Client D,Product B,SGP,LUX,319454
2024-09,Client D,Product B,SGP,LUX,338031
2024-10,Client D,Product B,SGP,LUX,338027
2024-11,Client D,Product B,SGP,LUX,316611
2024-12,Client D,Product B,SGP,LUX,352817
2025-01,Client D,Product B,SGP,LUX,379410
2025-02,Client D,Product B,SGP,LUX,387518
2025-03,Client D,Product B,SGP,LUX,378627
2025-04,Client D,Product B,SGP,LUX,361919
2025-05,Client D,Product B,SGP,LUX,346813
2025-06,Client D,Product B,SGP,LUX,347858
2025-07,Client D,Product B,SGP,LUX,365763
2025-08,Client D,Product B,SGP,LUX,352292
2025-09,Client D,Product B,SGP,LUX,298975
2025-10,Client D,Product B,SGP,LUX,330002
2025-11,Client D,Product B,SGP,LUX,288996
2025-12,Client D,Product B,SGP,LUX,295319
2026-01,Client D,Product B,SGP,LUX,315427
2026-02,Client D,Product B,SGP,LUX,351835
2026-03,Client D,Product B,SGP,LUX,345843
2026-04,Client D,Product B,SGP,LUX,347008
2026-05,Client D,Product B,SGP,LUX,380463
2026-06,Client D,Product B,SGP,LUX,360473
2024-01,Client D,Product C,IRL,AUS,785325
2024-02,Client D,Product C,IRL,AUS,842056
2024-03,Client D,Product C,IRL,AUS,768419
2024-04,Client D,Product C,IRL,AUS,794441
2024-05,Client D,Product C,IRL,AUS,753670
2024-06,Client D,Product C,IRL,AUS,531909
2024-07,Client D,Product C,IRL,AUS,412924
2024-08,Client D,Product C,IRL,AUS,423427
2024-09,Client D,Product C,IRL,AUS,391241
2024-10,Client D,Product C,IRL,AUS,484420
2024-11,Client D,Product C,IRL,AUS,525457
2024-12,Client D,Product C,IRL,AUS,692774
2025-01,Client D,Product C,IRL,AUS,868814
2025-02,Client D,Product C,IRL,AUS,823714
2025-03,Client D,Product C,IRL,AUS,939328
2025-04,Client D,Product C,IRL,AUS,917782
2025-05,Client D,Product C,IRL,AUS,855283
2025-06,Client D,Product C,IRL,AUS,644775
2025-07,Client D,Product C,IRL,AUS,537664
2025-08,Client D,Product C,IRL,AUS,430203
2025-09,Client D,Product C,IRL,AUS,425607
2025-10,Client D,Product C,IRL,AUS,453883
2025-11,Client D,Product C,IRL,AUS,658109
2025-12,Client D,Product C,IRL,AUS,724262
2026-01,Client D,Product C,IRL,AUS,974056
2026-02,Client D,Product C,IRL,AUS,1114847
2026-03,Client D,Product C,IRL,AUS,1197288
2026-04,Client D,Product C,IRL,AUS,928630
2026-05,Client D,Product C,IRL,AUS,888522
2026-06,Client D,Product C,IRL,AUS,767117
2024-01,Client D,Product C,IRL,MEX,588390
2024-02,Client D,Product C,IRL,MEX,438986
2024-03,Client D,Product C,IRL,MEX,419969
2024-04,Client D,Product C,IRL,MEX,409404
2024-05,Client D,Product C,IRL,MEX,401304
2024-06,Client D,Product C,IRL,MEX,567425
2024-07,Client D,Product C,IRL,MEX,664271
2024-08,Client D,Product C,IRL,MEX,703718
2024-09,Client D,Product C,IRL,MEX,862301
2024-10,Client D,Product C,IRL,MEX,776372
2024-11,Client D,Product C,IRL,MEX,690976
2024-12,Client D,Product C,IRL,MEX,677521
2025-01,Client D,Product C,IRL,MEX,540440
2025-02,Client D,Product C,IRL,MEX,431709
2025-03,Client D,Product C,IRL,MEX,318855
2025-04,Client D,Product C,IRL,MEX,312128
2025-05,Client D,Product C,IRL,MEX,396248
2025-06,Client D,Product C,IRL,MEX,444130
2025-07,Client D,Product C,IRL,MEX,614738
2025-08,Client D,Product C,IRL,MEX,752003
2025-09,Client D,Product C,IRL,MEX,779208
2025-10,Client D,Product C,IRL,MEX,882184
2025-11,Client D,Product C,IRL,MEX,812158
2025-12,Client D,Product C,IRL,MEX,621183
2026-01,Client D,Product C,IRL,MEX,465641
2026-02,Client D,Product C,IRL,MEX,425441
2026-03,Client D,Product C,IRL,MEX,391819
2026-04,Client D,Product C,IRL,MEX,315937
2026-05,Client D,Product C,IRL,MEX,430962
2026-06,Client D,Product C,IRL,MEX,525899
2024-01,Client D,Product C,SGP,JPN,448594
2024-02,Client D,Product C,SGP,JPN,361514
2024-03,Client D,Product C,SGP,JPN,461735
2024-04,Client D,Product C,SGP,JPN,431371
2024-05,Client D,Product C,SGP,JPN,454406
2024-06,Client D,Product C,SGP,JPN,466516
2024-07,Client D,Product C,SGP,JPN,498990
2024-08,Client D,Product C,SGP,JPN,476342
2024-09,Client D,Product C,SGP,JPN,537170
2024-10,Client D,Product C,SGP,JPN,496990
2024-11,Client D,Product C,SGP,JPN,422929
2024-12,Client D,Product C,SGP,JPN,438477
2025-01,Client D,Product C,SGP,JPN,334129
2025-02,Client D,Product C,SGP,JPN,354161
2025-03,Client D,Product C,SGP,JPN,441732
2025-04,Client D,Product C,SGP,JPN,389726
2025-05,Client D,Product C,SGP,JPN,379874
2025-06,Client D,Product C,SGP,JPN,414513
2025-07,Client D,Product C,SGP,JPN,395502
2025-08,Client D,Product C,SGP,JPN,381076
2025-09,Client D,Product C,SGP,JPN,429172
2025-10,Client D,Product C,SGP,JPN,404503
2025-11,Client D,Product C,SGP,JPN,401971
2025-12,Client D,Product C,SGP,JPN,375695
2026-01,Client D,Product C,SGP,JPN,325438
2026-02,Client D,Product C,SGP,JPN,292637
2026-03,Client D,Product C,SGP,JPN,371988
2026-04,Client D,Product C,SGP,JPN,314307
2026-05,Client D,Product C,SGP,JPN,414237
2026-06,Client D,Product C,SGP,JPN,398248
2024-01,Client D,Product C,SGP,SWE,404544
2024-02,Client D,Product C,SGP,SWE,336478
2024-03,Client D,Product C,SGP,SWE,336794
2024-04,Client D,Product C,SGP,SWE,337190
2024-05,Client D,Product C,SGP,SWE,252474
2024-06,Client D,Product C,SGP,SWE,242186
2024-07,Client D,Product C,SGP,SWE,252105
2024-08,Client D,Product C,SGP,SWE,300973
2024-09,Client D,Product C,SGP,SWE,378126
2024-10,Client D,Product C,SGP,SWE,343422
2024-11,Client D,Product C,SGP,SWE,387710
2024-12,Client D,Product C,SGP,SWE,344763
2025-01,Client D,Product C,SGP,SWE,407395
2025-02,Client D,Product C,SGP,SWE,361938
2025-03,Client D,Product C,SGP,SWE,291106
2025-04,Client D,Product C,SGP,SWE,289045
2025-05,Client D,Product C,SGP,SWE,247441
2025-06,Client D,Product C,SGP,SWE,216826
2025-07,Client D,Product C,SGP,SWE,274313
2025-08,Client D,Product C,SGP,SWE,295719
2025-09,Client D,Product C,SGP,SWE,297440
2025-10,Client D,Product C,SGP,SWE,290080
2025-11,Client D,Product C,SGP,SWE,364203
2025-12,Client D,Product C,SGP,SWE,311565
2026-01,Client D,Product C,SGP,SWE,295662
2026-02,Client D,Product C,SGP,SWE,263977
2026-03,Client D,Product C,SGP,SWE,278735
2026-04,Client D,Product C,SGP,SWE,251132
2026-05,Client D,Product C,SGP,SWE,205394
2026-06,Client D,Product C,SGP,SWE,182630
2024-01,Client D,Product C,SGP,USA,385562
2024-02,Client D,Product C,SGP,USA,358550
2024-03,Client D,Product C,SGP,USA,367730
2024-04,Client D,Product C,SGP,USA,327778
2024-05,Client D,Product C,SGP,USA,271368
2024-06,Client D,Product C,SGP,USA,262267
2024-07,Client D,Product C,SGP,USA,319073
2024-08,Client D,Product C,SGP,USA,444141
2024-09,Client D,Product C,SGP,USA,453837
2024-10,Client D,Product C,SGP,USA,498167
2024-11,Client D,Product C,SGP,USA,505317
2024-12,Client D,Product C,SGP,USA,509861
2025-01,Client D,Product C,SGP,USA,586441
2025-02,Client D,Product C,SGP,USA,466387
2025-03,Client D,Product C,SGP,USA,346577
2025-04,Client D,Product C,SGP,USA,365473
2025-05,Client D,Product C,SGP,USA,313013
2025-06,Client D,Product C,SGP,USA,336122
2025-07,Client D,Product C,SGP,USA,375735
2025-08,Client D,Product C,SGP,USA,442728
2025-09,Client D,Product C,SGP,USA,629351
2025-10,Client D,Product C,SGP,USA,671533
2025-11,Client D,Product C,SGP,USA,704077
2025-12,Client D,Product C,SGP,USA,576378
2026-01,Client D,Product C,SGP,USA,565832
2026-02,Client D,Product C,SGP,USA,480278
2026-03,Client D,Product C,SGP,USA,507978
2026-04,Client D,Product C,SGP,USA,349341
2026-05,Client D,Product C,SGP,USA,349434
2026-06,Client D,Product C,SGP,USA,433989
2024-01,Client D,Product D,IRL,HKG,302748
2024-02,Client D,Product D,IRL,HKG,303600
2024-03,Client D,Product D,IRL,HKG,243990
2024-04,Client D,Product D,IRL,HKG,218547
2024-05,Client D,Product D,IRL,HKG,205940
2024-06,Client D,Product D,IRL,HKG,183790
2024-07,Client D,Product D,IRL,HKG,175471
2024-08,Client D,Product D,IRL,HKG,197959
2024-09,Client D,Product D,IRL,HKG,225389
2024-10,Client D,Product D,IRL,HKG,234886
2024-11,Client D,Product D,IRL,HKG,302163
2024-12,Client D,Product D,IRL,HKG,318112
2025-01,Client D,Product D,IRL,HKG,251283
2025-02,Client D,Product D,IRL,HKG,236361
2025-03,Client D,Product D,IRL,HKG,211734
2025-04,Client D,Product D,IRL,HKG,222185
2025-05,Client D,Product D,IRL,HKG,157317
2025-06,Client D,Product D,IRL,HKG,140465
2025-07,Client D,Product D,IRL,HKG,169948
2025-08,Client D,Product D,IRL,HKG,190980
2025-09,Client D,Product D,IRL,HKG,229783
2025-10,Client D,Product D,IRL,HKG,219144
2025-11,Client D,Product D,IRL,HKG,245592
2025-12,Client D,Product D,IRL,HKG,296637
2026-01,Client D,Product D,IRL,HKG,292524
2026-02,Client D,Product D,IRL,HKG,254950
2026-03,Client D,Product D,IRL,HKG,200920
2026-04,Client D,Product D,IRL,HKG,159464
2026-05,Client D,Product D,IRL,HKG,150675
2026-06,Client D,Product D,IRL,HKG,161594
2024-01,Client D,Product D,IRL,NGA,477011
2024-02,Client D,Product D,IRL,NGA,345676
2024-03,Client D,Product D,IRL,NGA,363290
2024-04,Client D,Product D,IRL,NGA,335264
2024-05,Client D,Product D,IRL,NGA,414739
2024-06,Client D,Product D,IRL,NGA,452192
2024-07,Client D,Product D,IRL,NGA,441552
2024-08,Client D,Product D,IRL,NGA,583668
2024-09,Client D,Product D,IRL,NGA,560734
2024-10,Client D,Product D,IRL,NGA,514103
2024-11,Client D,Product D,IRL,NGA,490204
2024-12,Client D,Product D,IRL,NGA,404257
2025-01,Client D,Product D,IRL,NGA,384287
2025-02,Client D,Product D,IRL,NGA,324081
2025-03,Client D,Product D,IRL,NGA,330502
2025-04,Client D,Product D,IRL,NGA,384536
2025-05,Client D,Product D,IRL,NGA,386705
2025-06,Client D,Product D,IRL,NGA,449900
2025-07,Client D,Product D,IRL,NGA,523679
2025-08,Client D,Product D,IRL,NGA,469365
2025-09,Client D,Product D,IRL,NGA,524524
2025-10,Client D,Product D,IRL,NGA,559902
2025-11,Client D,Product D,IRL,NGA,490790
2025-12,Client D,Product D,IRL,NGA,483094
2026-01,Client D,Product D,IRL,NGA,423066
2026-02,Client D,Product D,IRL,NGA,332283
2026-03,Client D,Product D,IRL,NGA,365189
2026-04,Client D,Product D,IRL,NGA,310486
2026-05,Client D,Product D,IRL,NGA,425607
2026-06,Client D,Product D,IRL,NGA,397250
2024-01,Client D,Product D,IRL,TUR,286532
2024-02,Client D,Product D,IRL,TUR,254736
2024-03,Client D,Product D,IRL,TUR,213500
2024-04,Client D,Product D,IRL,TUR,180201
2024-05,Client D,Product D,IRL,TUR,174387
2024-06,Client D,Product D,IRL,TUR,140078
2024-07,Client D,Product D,IRL,TUR,184095
2024-08,Client D,Product D,IRL,TUR,230338
2024-09,Client D,Product D,IRL,TUR,277394
2024-10,Client D,Product D,IRL,TUR,256662
2024-11,Client D,Product D,IRL,TUR,307339
2024-12,Client D,Product D,IRL,TUR,361707
2025-01,Client D,Product D,IRL,TUR,347356
2025-02,Client D,Product D,IRL,TUR,260975
2025-03,Client D,Product D,IRL,TUR,238838
2025-04,Client D,Product D,IRL,TUR,217707
2025-05,Client D,Product D,IRL,TUR,207529
2025-06,Client D,Product D,IRL,TUR,163608
2025-07,Client D,Product D,IRL,TUR,190957
2025-08,Client D,Product D,IRL,TUR,264516
2025-09,Client D,Product D,IRL,TUR,299631
2025-10,Client D,Product D,IRL,TUR,388174
2025-11,Client D,Product D,IRL,TUR,406396
2025-12,Client D,Product D,IRL,TUR,405567
2026-01,Client D,Product D,IRL,TUR,427700
2026-02,Client D,Product D,IRL,TUR,350045
2026-03,Client D,Product D,IRL,TUR,273841
2026-04,Client D,Product D,IRL,TUR,279579
2026-05,Client D,Product D,IRL,TUR,252940
2026-06,Client D,Product D,IRL,TUR,224173
2024-01,Client D,Product D,SGP,BRA,419619
2024-02,Client D,Product D,SGP,BRA,449370
2024-03,Client D,Product D,SGP,BRA,414608
2024-04,Client D,Product D,SGP,BRA,475811
2024-05,Client D,Product D,SGP,BRA,423710
2024-06,Client D,Product D,SGP,BRA,450592
2024-07,Client D,Product D,SGP,BRA,385654
2024-08,Client D,Product D,SGP,BRA,395834
2024-09,Client D,Product D,SGP,BRA,342982
2024-10,Client D,Product D,SGP,BRA,356816
2024-11,Client D,Product D,SGP,BRA,364608
2024-12,Client D,Product D,SGP,BRA,420393
2025-01,Client D,Product D,SGP,BRA,470727
2025-02,Client D,Product D,SGP,BRA,510872
2025-03,Client D,Product D,SGP,BRA,444390
2025-04,Client D,Product D,SGP,BRA,495124
2025-05,Client D,Product D,SGP,BRA,526307
2025-06,Client D,Product D,SGP,BRA,407200
2025-07,Client D,Product D,SGP,BRA,463332
2025-08,Client D,Product D,SGP,BRA,375659
2025-09,Client D,Product D,SGP,BRA,380517
2025-10,Client D,Product D,SGP,BRA,388154
2025-11,Client D,Product D,SGP,BRA,444609
2025-12,Client D,Product D,SGP,BRA,394187
2026-01,Client D,Product D,SGP,BRA,453400
2026-02,Client D,Product D,SGP,BRA,575227
2026-03,Client D,Product D,SGP,BRA,583125
2026-04,Client D,Product D,SGP,BRA,562410
2026-05,Client D,Product D,SGP,BRA,507046
2026-06,Client D,Product D,SGP,BRA,444460
2024-01,Client D,Product D,SGP,IRL,412786
2024-02,Client D,Product D,SGP,IRL,503214
2024-03,Client D,Product D,SGP,IRL,414725
2024-04,Client D,Product D,SGP,IRL,445879
2024-05,Client D,Product D,SGP,IRL,360397
2024-06,Client D,Product D,SGP,IRL,300475
2024-07,Client D,Product D,SGP,IRL,199560
2024-08,Client D,Product D,SGP,IRL,170468
2024-09,Client D,Product D,SGP,IRL,212207
2024-10,Client D,Product D,SGP,IRL,227729
2024-11,Client D,Product D,SGP,IRL,311210
2024-12,Client D,Product D,SGP,IRL,305461
2025-01,Client D,Product D,SGP,IRL,430412
2025-02,Client D,Product D,SGP,IRL,399981
2025-03,Client D,Product D,SGP,IRL,419136
2025-04,Client D,Product D,SGP,IRL,356357
2025-05,Client D,Product D,SGP,IRL,343707
2025-06,Client D,Product D,SGP,IRL,238968
2025-07,Client D,Product D,SGP,IRL,220987
2025-08,Client D,Product D,SGP,IRL,180428
2025-09,Client D,Product D,SGP,IRL,209035
2025-10,Client D,Product D,SGP,IRL,231179
2025-11,Client D,Product D,SGP,IRL,257666
2025-12,Client D,Product D,SGP,IRL,387842
2026-01,Client D,Product D,SGP,IRL,410084
2026-02,Client D,Product D,SGP,IRL,360482
2026-03,Client D,Product D,SGP,IRL,425210
2026-04,Client D,Product D,SGP,IRL,396469
2026-05,Client D,Product D,SGP,IRL,339467
2026-06,Client D,Product D,SGP,IRL,260488
2024-01,Client E,Product A,HKG,QAT,358071
2024-02,Client E,Product A,HKG,QAT,408520
2024-03,Client E,Product A,HKG,QAT,419844
2024-04,Client E,Product A,HKG,QAT,476904
2024-05,Client E,Product A,HKG,QAT,362947
2024-06,Client E,Product A,HKG,QAT,373042
2024-07,Client E,Product A,HKG,QAT,359452
2024-08,Client E,Product A,HKG,QAT,276730
2024-09,Client E,Product A,HKG,QAT,258421
2024-10,Client E,Product A,HKG,QAT,207425
2024-11,Client E,Product A,HKG,QAT,244129
2024-12,Client E,Product A,HKG,QAT,256948
2025-01,Client E,Product A,HKG,QAT,327245
2025-02,Client E,Product A,HKG,QAT,352847
2025-03,Client E,Product A,HKG,QAT,455021
2025-04,Client E,Product A,HKG,QAT,400142
2025-05,Client E,Product A,HKG,QAT,452689
2025-06,Client E,Product A,HKG,QAT,349717
2025-07,Client E,Product A,HKG,QAT,363246
2025-08,Client E,Product A,HKG,QAT,308396
2025-09,Client E,Product A,HKG,QAT,239332
2025-10,Client E,Product A,HKG,QAT,236144
2025-11,Client E,Product A,HKG,QAT,218572
2025-12,Client E,Product A,HKG,QAT,280900
2026-01,Client E,Product A,HKG,QAT,304137
2026-02,Client E,Product A,HKG,QAT,370672
2026-03,Client E,Product A,HKG,QAT,363079
2026-04,Client E,Product A,HKG,QAT,465339
2026-05,Client E,Product A,HKG,QAT,411491
2026-06,Client E,Product A,HKG,QAT,385723
2024-01,Client E,Product A,HKG,USA,164300
2024-02,Client E,Product A,HKG,USA,173681
2024-03,Client E,Product A,HKG,USA,173267
2024-04,Client E,Product A,HKG,USA,197392
2024-05,Client E,Product A,HKG,USA,171646
2024-06,Client E,Product A,HKG,USA,183029
2024-07,Client E,Product A,HKG,USA,167320
2024-08,Client E,Product A,HKG,USA,135543
2024-09,Client E,Product A,HKG,USA,118781
2024-10,Client E,Product A,HKG,USA,130221
2024-11,Client E,Product A,HKG,USA,125716
2024-12,Client E,Product A,HKG,USA,163790
2025-01,Client E,Product A,HKG,USA,165054
2025-02,Client E,Product A,HKG,USA,209986
2025-03,Client E,Product A,HKG,USA,232016
2025-04,Client E,Product A,HKG,USA,225899
2025-05,Client E,Product A,HKG,USA,239353
2025-06,Client E,Product A,HKG,USA,234985
2025-07,Client E,Product A,HKG,USA,170432
